order_id,order_date,city,region_name,federal_district,category,channel,quantity,price,discount,revenue,delivery_days,returned,rating
ORD-2025-04193,2025-01-02,Зеленодольск,Республика Татарстан,Приволжский,Дом и ремонт,mobile_app,1,6010,0.05,5710,2,False,4.4
ORD-2025-00390,2025-01-02,Ноябрьск,Тюменская область,Уральский,Авто,partner,2,4980,0.05,9462,4,False,4.7
ORD-2025-00207,2025-01-02,Петрозаводск,Республика Карелия,Северо-Западный,Детские товары,mobile_app,1,7080,0.15,6018,3,False,4.1
ORD-2025-01056,2025-01-02,Псков,Псковская область,Северо-Западный,Дом и ремонт,call_center,1,1540,0.0,1540,2,True,3.3
ORD-2025-04749,2025-01-02,Пустошка,Псковская область,Северо-Западный,Одежда,web,1,3850,0.0,3850,3,False,4.7
ORD-2025-03347,2025-01-02,Москва,Москва,Центральный,Дом и ремонт,mobile_app,1,7860,0.1,7074,2,False,4.5
ORD-2025-04834,2025-01-02,Владивосток,Приморский край,Дальневосточный,Авто,mobile_app,1,19230,0.0,19230,5,False,5.0
ORD-2025-05427,2025-01-02,Казань,Республика Татарстан,Приволжский,Услуги,mobile_app,1,7940,0.0,7940,3,False,4.4
ORD-2025-01813,2025-01-02,Кириши,Ленинградская область,Северо-Западный,Авто,call_center,1,6400,0.0,6400,3,False,4.4
ORD-2025-05059,2025-01-02,Брянск,Брянская область,Центральный,Одежда,call_center,1,2530,0.05,2404,5,False,4.1
ORD-2025-04769,2025-01-02,Муравленко,Тюменская область,Уральский,Одежда,mobile_app,3,4640,0.05,13224,5,False,4.9
ORD-2025-02290,2025-01-02,Семикаракорск,Ростовская область,Южный,Авто,web,1,22570,0.05,21442,6,False,3.9
ORD-2025-04077,2025-01-02,Семилуки,Воронежская область,Центральный,Хобби и спорт,mobile_app,1,6770,0.1,6093,5,False,4.5
ORD-2025-00140,2025-01-02,Нальчик,Кабардино-Балкарская Республика,Северо-Кавказский,Одежда,mobile_app,1,2460,0.0,2460,2,False,5.0
ORD-2025-05857,2025-01-02,Кулебаки,Нижегородская область,Приволжский,Дом и ремонт,mobile_app,1,6120,0.0,6120,4,False,4.4
ORD-2025-01943,2025-01-02,Каменск-Уральский,Свердловская область,Уральский,Дом и ремонт,mobile_app,1,5470,0.05,5196,4,False,4.1
ORD-2025-04249,2025-01-02,Красноармейск,Саратовская область,Приволжский,Хобби и спорт,mobile_app,2,4290,0.0,8580,2,False,5.0
ORD-2025-01383,2025-01-02,Приморско-Ахтарск,Краснодарский край,Южный,Одежда,mobile_app,1,7760,0.0,7760,5,True,3.9
ORD-2025-00764,2025-01-02,Керчь,Республика Крым,Южный,Электроника,call_center,2,20490,0.0,40980,4,False,4.3
ORD-2025-04517,2025-01-02,Ржев,Тверская область,Центральный,Авто,mobile_app,1,8530,0.0,8530,4,False,4.9
ORD-2025-01117,2025-01-02,Мариинск,Кемеровская область - Кузбасс,Сибирский,Одежда,web,1,2190,0.05,2080,4,True,3.1
ORD-2025-01248,2025-01-02,Великие Луки,Псковская область,Северо-Западный,Авто,mobile_app,1,11180,0.0,11180,1,False,4.3
ORD-2025-03856,2025-01-02,Белебей,Республика Башкортостан,Приволжский,Авто,web,1,26990,0.0,26990,4,False,4.9
ORD-2025-02368,2025-01-02,Саратов,Саратовская область,Приволжский,Дом и ремонт,web,1,7700,0.0,7700,2,False,4.5
ORD-2025-00590,2025-01-02,Хасавюрт,Республика Дагестан,Северо-Кавказский,Хобби и спорт,call_center,1,3090,0.05,2936,2,False,5.0
ORD-2025-01272,2025-01-02,Кольчугино,Владимирская область,Центральный,Услуги,mobile_app,1,21020,0.0,21020,3,False,4.5
ORD-2025-02400,2025-01-02,Симферополь,Республика Крым,Южный,Авто,mobile_app,1,17110,0.0,17110,3,False,4.1
ORD-2025-03797,2025-01-02,Талдом,Московская область,Центральный,Хобби и спорт,mobile_app,1,3510,0.0,3510,4,False,4.6
ORD-2025-05615,2025-01-02,Долгопрудный,Московская область,Центральный,Хобби и спорт,web,1,8840,0.0,8840,3,False,4.4
ORD-2025-00318,2025-01-02,Магнитогорск,Челябинская область,Уральский,Авто,mobile_app,3,23500,0.05,66975,5,False,4.8
ORD-2025-01767,2025-01-02,Электросталь,Московская область,Центральный,Электроника,web,1,25490,0.0,25490,4,False,4.6
ORD-2025-02086,2025-01-02,Рубцовск,Алтайский край,Сибирский,Электроника,mobile_app,1,16670,0.05,15836,6,False,4.3
ORD-2025-00824,2025-01-03,Лыткарино,Московская область,Центральный,Электроника,mobile_app,2,11740,0.1,21132,3,True,4.2
ORD-2025-03301,2025-01-03,Подольск,Московская область,Центральный,Дом и ремонт,mobile_app,1,6480,0.0,6480,3,False,4.3
ORD-2025-00805,2025-01-03,Остров,Псковская область,Северо-Западный,Дом и ремонт,web,1,4220,0.0,4220,5,False,4.9
ORD-2025-01751,2025-01-03,Новороссийск,Краснодарский край,Южный,Детские товары,mobile_app,1,3150,0.05,2992,6,False,3.5
ORD-2025-05982,2025-01-03,Магнитогорск,Челябинская область,Уральский,Одежда,mobile_app,2,4820,0.05,9158,4,True,3.8
ORD-2025-02380,2025-01-03,Хабаровск,Хабаровский край,Дальневосточный,Авто,mobile_app,1,25250,0.1,22725,9,False,4.0
ORD-2025-05302,2025-01-03,Покровск,Республика Саха (Якутия),Дальневосточный,Хобби и спорт,mobile_app,1,7110,0.0,7110,5,False,4.9
ORD-2025-05042,2025-01-03,Волгоград,Волгоградская область,Южный,Электроника,web,2,28120,0.0,56240,6,False,4.9
ORD-2025-04470,2025-01-03,Санкт-Петербург,Санкт-Петербург,Северо-Западный,Детские товары,web,1,2900,0.05,2755,1,False,5.0
ORD-2025-00191,2025-01-03,Владивосток,Приморский край,Дальневосточный,Одежда,mobile_app,1,1130,0.0,1130,5,False,4.6
ORD-2025-02356,2025-01-03,Минеральные Воды,Ставропольский край,Северо-Кавказский,Электроника,mobile_app,1,12130,0.0,12130,7,False,4.2
ORD-2025-03516,2025-01-03,Краснодар,Краснодарский край,Южный,Электроника,mobile_app,1,31530,0.0,31530,4,False,4.7
ORD-2025-00133,2025-01-03,Абинск,Краснодарский край,Южный,Электроника,mobile_app,1,14550,0.0,14550,4,False,4.0
ORD-2025-01403,2025-01-03,Черемхово,Иркутская область,Сибирский,Дом и ремонт,web,1,7970,0.1,7173,3,False,5.0
ORD-2025-04132,2025-01-03,Оха,Сахалинская область,Дальневосточный,Авто,mobile_app,1,14500,0.05,13775,7,False,4.2
ORD-2025-02503,2025-01-03,Березовский,Свердловская область,Уральский,Детские товары,mobile_app,1,4600,0.0,4600,4,False,4.8
ORD-2025-01419,2025-01-03,Сатка,Челябинская область,Уральский,Услуги,mobile_app,1,2270,0.0,2270,3,False,4.6
ORD-2025-00199,2025-01-03,Новомосковск,Тульская область,Центральный,Электроника,web,1,18240,0.0,18240,2,False,4.6
ORD-2025-02946,2025-01-03,Нижнеудинск,Иркутская область,Сибирский,Дом и ремонт,web,2,4220,0.0,8440,5,False,5.0
ORD-2025-01189,2025-01-03,Соль-Илецк,Оренбургская область,Приволжский,Электроника,mobile_app,1,9000,0.05,8550,2,False,4.9
ORD-2025-01862,2025-01-03,Аткарск,Саратовская область,Приволжский,Электроника,mobile_app,1,27240,0.0,27240,2,False,4.7
ORD-2025-03763,2025-01-03,Сергач,Нижегородская область,Приволжский,Электроника,web,1,27390,0.05,26020,5,False,4.4
ORD-2025-05173,2025-01-03,Каменск-Уральский,Свердловская область,Уральский,Дом и ремонт,web,1,7580,0.0,7580,4,False,4.5
ORD-2025-01348,2025-01-03,Данилов,Ярославская область,Центральный,Детские товары,mobile_app,1,5400,0.0,5400,4,False,5.0
ORD-2025-04380,2025-01-03,Новоузенск,Саратовская область,Приволжский,Хобби и спорт,mobile_app,1,1920,0.05,1824,4,False,4.8
ORD-2025-05140,2025-01-03,Баксан,Кабардино-Балкарская Республика,Северо-Кавказский,Детские товары,mobile_app,1,3880,0.0,3880,5,False,5.0
ORD-2025-05127,2025-01-03,Великий Новгород,Новгородская область,Северо-Западный,Авто,partner,3,19230,0.0,57690,2,False,4.4
ORD-2025-00313,2025-01-03,Ставрополь,Ставропольский край,Северо-Кавказский,Дом и ремонт,mobile_app,1,6870,0.0,6870,5,False,4.7
ORD-2025-03649,2025-01-03,Уржум,Кировская область,Приволжский,Услуги,mobile_app,1,5370,0.0,5370,1,False,4.3
ORD-2025-03462,2025-01-03,Воронеж,Воронежская область,Центральный,Одежда,mobile_app,2,2760,0.05,5244,1,True,3.2
ORD-2025-02186,2025-01-03,Москва,Москва,Центральный,Авто,mobile_app,3,11070,0.0,33210,1,False,4.4
ORD-2025-05451,2025-01-03,Щекино,Тульская область,Центральный,Электроника,mobile_app,1,12550,0.0,12550,5,False,5.0
ORD-2025-05640,2025-01-03,Кострома,Костромская область,Центральный,Авто,mobile_app,1,18430,0.1,16587,2,False,4.2
ORD-2025-04549,2025-01-03,Кяхта,Республика Бурятия,Дальневосточный,Электроника,mobile_app,2,29800,0.0,59600,6,False,4.3
ORD-2025-00936,2025-01-03,Советск,Кировская область,Приволжский,Услуги,web,1,7510,0.05,7134,2,False,4.4
ORD-2025-04731,2025-01-03,Кунгур,Пермский край,Приволжский,Одежда,mobile_app,2,7570,0.05,14383,3,False,4.8
ORD-2025-04213,2025-01-03,Устюжна,Вологодская область,Северо-Западный,Одежда,mobile_app,1,4700,0.1,4230,4,False,4.6
ORD-2025-05338,2025-01-03,Санкт-Петербург,Санкт-Петербург,Северо-Западный,Авто,web,1,26200,0.0,26200,3,False,4.6
ORD-2025-04607,2025-01-03,Вольск,Саратовская область,Приволжский,Дом и ремонт,web,1,5530,0.05,5254,5,False,5.0
ORD-2025-03901,2025-01-03,Жигулевск,Самарская область,Приволжский,Дом и ремонт,mobile_app,1,8890,0.0,8890,5,False,4.1
ORD-2025-00014,2025-01-03,Алупка,Республика Крым,Южный,Авто,mobile_app,2,18260,0.0,36520,4,False,4.3
ORD-2025-03667,2025-01-03,Альметьевск,Республика Татарстан,Приволжский,Электроника,mobile_app,2,16730,0.1,30114,5,False,4.4
ORD-2025-00026,2025-01-03,Смоленск,Смоленская область,Центральный,Электроника,mobile_app,1,12610,0.05,11980,5,False,5.0
ORD-2025-00765,2025-01-03,Вологда,Вологодская область,Северо-Западный,Электроника,web,1,11020,0.1,9918,2,False,4.9
ORD-2025-01553,2025-01-04,Урюпинск,Волгоградская область,Южный,Одежда,call_center,1,4420,0.0,4420,4,False,4.6
ORD-2025-05466,2025-01-04,Новосибирск,Новосибирская область,Сибирский,Дом и ремонт,partner,1,8650,0.1,7785,4,False,4.8
ORD-2025-02407,2025-01-04,Новоаннинский,Волгоградская область,Южный,Авто,mobile_app,3,29790,0.0,89370,3,False,5.0
ORD-2025-05472,2025-01-04,Октябрьский,Республика Башкортостан,Приволжский,Авто,web,1,23430,0.05,22258,3,False,5.0
ORD-2025-04247,2025-01-04,Астрахань,Астраханская область,Южный,Дом и ремонт,web,1,8000,0.0,8000,3,False,4.0
ORD-2025-01543,2025-01-04,Кубинка,Московская область,Центральный,Хобби и спорт,mobile_app,1,5400,0.0,5400,2,False,4.6
ORD-2025-00218,2025-01-04,Боготол,Красноярский край,Сибирский,Дом и ремонт,mobile_app,1,15990,0.0,15990,6,False,4.7
ORD-2025-05741,2025-01-04,Ливны,Орловская область,Центральный,Дом и ремонт,mobile_app,1,3660,0.0,3660,1,False,4.5
ORD-2025-05115,2025-01-04,Верхняя Тура,Свердловская область,Уральский,Услуги,web,1,10300,0.0,10300,3,False,4.7
ORD-2025-02437,2025-01-04,Пласт,Челябинская область,Уральский,Электроника,partner,4,12780,0.0,51120,4,False,4.5
ORD-2025-03579,2025-01-04,Сортавала,Республика Карелия,Северо-Западный,Дом и ремонт,mobile_app,2,8540,0.0,17080,3,False,5.0
ORD-2025-05085,2025-01-04,Воскресенск,Московская область,Центральный,Дом и ремонт,mobile_app,1,5650,0.0,5650,3,False,4.1
ORD-2025-05418,2025-01-04,Троицк,Челябинская область,Уральский,Электроника,partner,1,6310,0.05,5994,4,False,5.0
ORD-2025-00413,2025-01-04,Тюмень,Тюменская область,Уральский,Одежда,web,1,5440,0.05,5168,6,False,4.2
ORD-2025-04589,2025-01-04,Краснознаменск,Московская область,Центральный,Услуги,mobile_app,2,13940,0.05,26486,4,False,5.0
ORD-2025-00054,2025-01-04,Москва,Москва,Центральный,Дом и ремонт,mobile_app,2,8820,0.1,15876,3,False,4.2
ORD-2025-00418,2025-01-04,Калининград,Калининградская область,Северо-Западный,Дом и ремонт,mobile_app,1,10990,0.15,9342,4,False,4.8
ORD-2025-01066,2025-01-04,Москва,Москва,Центральный,Дом и ремонт,web,1,6260,0.0,6260,4,False,4.2
ORD-2025-05179,2025-01-04,Новый Уренгой,Тюменская область,Уральский,Авто,mobile_app,1,11660,0.0,11660,4,False,4.7
ORD-2025-01124,2025-01-04,Санкт-Петербург,Санкт-Петербург,Северо-Западный,Дом и ремонт,call_center,1,5170,0.05,4912,1,False,4.4
ORD-2025-00108,2025-01-04,Кропоткин,Краснодарский край,Южный,Одежда,mobile_app,2,12080,0.05,22952,4,False,4.7
ORD-2025-04427,2025-01-04,Новодвинск,Архангельская область,Северо-Западный,Авто,mobile_app,1,12960,0.0,12960,2,False,4.6
ORD-2025-03597,2025-01-04,Себеж,Псковская область,Северо-Западный,Одежда,mobile_app,1,4130,0.0,4130,3,False,4.8
ORD-2025-04086,2025-01-04,Курск,Курская область,Центральный,Электроника,web,1,12990,0.0,12990,4,True,4.1
ORD-2025-03154,2025-01-04,Сенгилей,Ульяновская область,Приволжский,Авто,web,2,13180,0.0,26360,1,False,4.4
ORD-2025-05975,2025-01-04,Славянск-на-Кубани,Краснодарский край,Южный,Электроника,mobile_app,1,49750,0.05,47262,4,False,4.9
ORD-2025-05499,2025-01-04,Тихвин,Ленинградская область,Северо-Западный,Одежда,mobile_app,1,2180,0.0,2180,5,False,5.0
ORD-2025-04323,2025-01-04,Ефремов,Тульская область,Центральный,Авто,partner,1,18010,0.0,18010,3,False,4.9
ORD-2025-04786,2025-01-04,Биробиджан,Еврейская автономная область,Дальневосточный,Дом и ремонт,partner,1,7430,0.0,7430,5,False,4.6
ORD-2025-03162,2025-01-04,Сургут,Тюменская область,Уральский,Дом и ремонт,web,3,7990,0.0,23970,6,False,4.4
ORD-2025-01301,2025-01-05,Пудож,Республика Карелия,Северо-Западный,Электроника,partner,1,32340,0.15,27489,2,False,4.5
ORD-2025-01199,2025-01-05,Абдулино,Оренбургская область,Приволжский,Детские товары,mobile_app,1,3570,0.0,3570,3,False,4.8
ORD-2025-01338,2025-01-05,Улан-Удэ,Республика Бурятия,Дальневосточный,Дом и ремонт,partner,1,6450,0.05,6128,5,False,4.2
ORD-2025-00296,2025-01-05,Выкса,Нижегородская область,Приволжский,Авто,mobile_app,1,36050,0.0,36050,5,False,4.8
ORD-2025-00238,2025-01-05,Волжский,Волгоградская область,Южный,Электроника,mobile_app,1,13390,0.0,13390,4,True,3.7
ORD-2025-03643,2025-01-05,Щелково,Московская область,Центральный,Детские товары,mobile_app,1,3920,0.0,3920,3,False,5.0
ORD-2025-04363,2025-01-05,Махачкала,Республика Дагестан,Северо-Кавказский,Одежда,web,1,3080,0.0,3080,5,False,4.5
ORD-2025-00277,2025-01-05,Апшеронск,Краснодарский край,Южный,Хобби и спорт,web,1,4990,0.1,4491,2,False,4.9
ORD-2025-04751,2025-01-05,Камбарка,Удмуртская Республика,Приволжский,Электроника,mobile_app,1,18710,0.0,18710,1,False,4.2
ORD-2025-02497,2025-01-05,Оха,Сахалинская область,Дальневосточный,Авто,mobile_app,2,13740,0.0,27480,8,False,4.2
ORD-2025-03508,2025-01-05,Черняховск,Калининградская область,Северо-Западный,Хобби и спорт,mobile_app,3,9490,0.0,28470,3,False,4.4
ORD-2025-01169,2025-01-05,Мелеуз,Республика Башкортостан,Приволжский,Детские товары,partner,1,5240,0.1,4716,2,False,5.0
ORD-2025-01175,2025-01-05,Вельск,Архангельская область,Северо-Западный,Авто,mobile_app,2,11690,0.1,21042,5,True,4.2
ORD-2025-03417,2025-01-05,Губкинский,Тюменская область,Уральский,Услуги,mobile_app,1,19240,0.0,19240,4,False,4.3
ORD-2025-05553,2025-01-05,Чудово,Новгородская область,Северо-Западный,Электроника,mobile_app,1,18640,0.1,16776,2,False,4.7
ORD-2025-01209,2025-01-05,Баксан,Кабардино-Балкарская Республика,Северо-Кавказский,Одежда,mobile_app,2,4390,0.05,8341,3,False,4.2
ORD-2025-05962,2025-01-05,Суоярви,Республика Карелия,Северо-Западный,Одежда,mobile_app,1,9680,0.0,9680,3,False,4.1
ORD-2025-03158,2025-01-05,Набережные Челны,Республика Татарстан,Приволжский,Детские товары,mobile_app,1,5140,0.0,5140,1,False,4.6
ORD-2025-00583,2025-01-05,Николаевск,Волгоградская область,Южный,Авто,web,2,9430,0.0,18860,4,False,4.4
ORD-2025-04149,2025-01-05,Серов,Свердловская область,Уральский,Одежда,mobile_app,1,5930,0.0,5930,2,False,5.0
ORD-2025-02737,2025-01-05,Ишимбай,Республика Башкортостан,Приволжский,Авто,mobile_app,1,6530,0.0,6530,4,False,4.9
ORD-2025-00917,2025-01-05,Сердобск,Пензенская область,Приволжский,Дом и ремонт,web,1,20500,0.0,20500,2,False,4.6
ORD-2025-03949,2025-01-05,Краснодар,Краснодарский край,Южный,Одежда,partner,1,2840,0.1,2556,4,False,4.3
ORD-2025-05446,2025-01-05,Уссурийск,Приморский край,Дальневосточный,Дом и ремонт,partner,1,16780,0.1,15102,7,False,5.0
ORD-2025-00012,2025-01-05,Биробиджан,Еврейская автономная область,Дальневосточный,Электроника,mobile_app,1,17200,0.0,17200,8,False,4.0
ORD-2025-04134,2025-01-05,Западная Двина,Тверская область,Центральный,Хобби и спорт,mobile_app,1,2930,0.0,2930,2,False,4.2
ORD-2025-05993,2025-01-05,Клинцы,Брянская область,Центральный,Детские товары,mobile_app,1,10890,0.0,10890,4,True,4.3
ORD-2025-04053,2025-01-05,Королев,Московская область,Центральный,Дом и ремонт,web,1,4490,0.0,4490,5,False,4.8
ORD-2025-04058,2025-01-05,Шахунья,Нижегородская область,Приволжский,Дом и ремонт,mobile_app,3,7120,0.0,21360,4,True,3.1
ORD-2025-04296,2025-01-06,Задонск,Липецкая область,Центральный,Одежда,mobile_app,1,5400,0.0,5400,3,False,4.5
ORD-2025-01655,2025-01-06,Чита,Забайкальский край,Дальневосточный,Авто,web,1,14510,0.0,14510,6,False,4.3
ORD-2025-02165,2025-01-06,Королев,Московская область,Центральный,Электроника,mobile_app,3,35690,0.0,107070,2,False,4.6
ORD-2025-03348,2025-01-06,Саратов,Саратовская область,Приволжский,Хобби и спорт,mobile_app,1,4270,0.0,4270,4,False,5.0
ORD-2025-03778,2025-01-06,Раменское,Московская область,Центральный,Детские товары,mobile_app,1,3860,0.05,3667,5,False,4.8
ORD-2025-00766,2025-01-06,Коркино,Челябинская область,Уральский,Услуги,partner,1,4510,0.05,4284,5,False,4.9
ORD-2025-02760,2025-01-06,Ростов-на-Дону,Ростовская область,Южный,Авто,mobile_app,1,15410,0.0,15410,4,False,4.8
ORD-2025-00724,2025-01-06,Щелково,Московская область,Центральный,Дом и ремонт,call_center,1,10610,0.0,10610,5,False,4.4
ORD-2025-00861,2025-01-06,Елизово,Камчатский край,Дальневосточный,Авто,web,1,8620,0.0,8620,7,False,3.8
ORD-2025-05344,2025-01-06,Анапа,Краснодарский край,Южный,Авто,call_center,2,12140,0.0,24280,5,False,4.5
ORD-2025-00384,2025-01-06,Лысьва,Пермский край,Приволжский,Одежда,partner,4,4840,0.0,19360,5,True,3.7
ORD-2025-02467,2025-01-06,Москва,Москва,Центральный,Детские товары,web,1,1670,0.0,1670,1,False,4.9
ORD-2025-02643,2025-01-06,Ростов-на-Дону,Ростовская область,Южный,Хобби и спорт,mobile_app,1,5460,0.0,5460,2,False,4.2
ORD-2025-03567,2025-01-06,Бутурлиновка,Воронежская область,Центральный,Авто,mobile_app,1,13040,0.1,11736,6,False,4.7
ORD-2025-03962,2025-01-06,Нижний Новгород,Нижегородская область,Приволжский,Электроника,partner,3,56680,0.05,161538,4,True,4.0
ORD-2025-02459,2025-01-06,Серпухов,Московская область,Центральный,Детские товары,mobile_app,1,3830,0.05,3638,1,False,4.6
ORD-2025-04348,2025-01-06,Татарск,Новосибирская область,Сибирский,Услуги,web,1,11850,0.0,11850,6,False,3.9
ORD-2025-03394,2025-01-06,Бузулук,Оренбургская область,Приволжский,Одежда,mobile_app,1,2380,0.15,2023,2,False,4.8
ORD-2025-05812,2025-01-06,Бугуруслан,Оренбургская область,Приволжский,Хобби и спорт,mobile_app,1,5550,0.0,5550,1,False,4.1
ORD-2025-05850,2025-01-06,Луга,Ленинградская область,Северо-Западный,Детские товары,mobile_app,1,5550,0.0,5550,5,False,4.2
ORD-2025-01979,2025-01-06,Котельниково,Волгоградская область,Южный,Хобби и спорт,mobile_app,1,4650,0.05,4418,3,False,4.8
ORD-2025-05637,2025-01-06,Сланцы,Ленинградская область,Северо-Западный,Одежда,mobile_app,2,6980,0.0,13960,2,False,4.6
ORD-2025-05306,2025-01-06,Щекино,Тульская область,Центральный,Авто,mobile_app,1,12630,0.0,12630,4,False,4.6
ORD-2025-05320,2025-01-06,Богородск,Нижегородская область,Приволжский,Авто,mobile_app,1,10440,0.1,9396,3,True,4.0
ORD-2025-02724,2025-01-06,Абакан,Республика Хакасия,Сибирский,Услуги,web,1,12050,0.1,10845,6,False,4.5
